        p	Mean size	    P inf	    P span
    0.3625	     6.237	         0	         0
     0.365	     6.371	         0	         0
    0.3675	     6.493	         0	         0
      0.37	     6.654	         0	         0
    0.3725	     6.767	         0	         0
     0.375	     6.949	         0	         0
    0.3775	     7.072	         0	         0
      0.38	     7.201	         0	         0
    0.3825	     7.362	         0	         0
     0.385	     7.525	         0	         0
    0.3875	     7.703	         0	         0
      0.39	     7.851	         0	         0
    0.3925	     8.021	         0	         0
     0.395	     8.189	         0	         0
    0.3975	     8.358	         0	         0
       0.4	     8.541	         0	         0
    0.4025	     8.732	         0	         0
     0.405	     8.928	         0	         0
    0.4075	     9.158	         0	         0
      0.41	     9.389	         0	         0
    0.4125	      9.63	         0	         0
     0.415	     9.834	         0	         0
    0.4175	    10.049	         0	         0
      0.42	    10.271	         0	         0
    0.4225	    10.516	         0	         0
     0.425	    10.822	         0	         0
    0.4275	    11.064	         0	         0
      0.43	    11.355	         0	         0
    0.4325	    11.669	         0	         0
     0.435	    12.008	         0	         0
    0.4375	    12.335	         0	         0
      0.44	    12.696	0.000454545	     0.001
    0.4425	    13.043	0.000666667	     0.002
     0.445	     13.37	0.000668539	     0.002
    0.4475	    13.701	0.000664804	     0.002
      0.45	    14.119	0.000738889	     0.002
    0.4525	    14.529	0.000734807	     0.002
     0.455	    14.911	0.000730769	     0.002
    0.4575	     15.34	0.000726776	     0.002
      0.46	    15.735	0.000733696	     0.002
    0.4625	    16.166	0.00072973	     0.002
     0.465	    16.576	0.000725806	     0.002
    0.4675	    16.971	0.00108556	     0.003
      0.47	    17.405	0.00151596	     0.004
    0.4725	    17.888	0.00197354	     0.005
     0.475	    18.341	0.00373684	     0.009
    0.4775	    18.847	0.00372251	     0.009
      0.48	    19.362	0.00439063	      0.01
    0.4825	    19.817	0.00617098	     0.014
     0.485	     20.46	0.00623196	     0.014
    0.4875	    21.081	0.00691795	     0.016
      0.49	    21.558	0.00892857	      0.02
    0.4925	    22.202	0.00936548	     0.021
     0.495	    22.812	 0.0116919	     0.026
    0.4975	    23.409	  0.014608	     0.032
       0.5	    24.118	  0.016245	     0.035
    0.5025	    24.655	 0.0186219	      0.04
     0.505	    25.486	 0.0197426	     0.042
    0.5075	    26.111	  0.023936	     0.049
      0.51	    26.565	 0.0278725	     0.056
    0.5125	    27.333	 0.0291512	     0.058
     0.515	    27.854	 0.0331796	     0.065
    0.5175	    28.812	 0.0356618	      0.07
      0.52	    29.608	 0.0372885	     0.073
    0.5225	    30.293	  0.040866	     0.081
     0.525	    31.225	 0.0414238	     0.081
    0.5275	    31.928	 0.0452891	     0.088
      0.53	    32.508	 0.0505613	     0.096
    0.5325	    33.533	 0.0531784	     0.101
     0.535	    34.276	 0.0584299	     0.111
    0.5375	    34.982	 0.0634047	     0.122
      0.54	    35.634	 0.0686806	     0.131
    0.5425	    36.426	 0.0759677	     0.144
     0.545	    36.938	 0.0855826	     0.158
    0.5475	    37.739	 0.0916438	     0.168
      0.55	    38.531	 0.0996955	      0.18
    0.5525	    39.046	  0.111371	     0.201
     0.555	     39.61	  0.120716	     0.215
    0.5575	    40.316	  0.129659	     0.231
      0.56	    40.478	   0.14358	     0.253
    0.5625	     41.29	  0.151089	     0.263
     0.565	    41.899	  0.159588	     0.275
    0.5675	    42.888	  0.167749	     0.284
      0.57	    43.128	  0.183145	     0.307
    0.5725	    43.724	   0.19717	      0.33
     0.575	     44.08	  0.211204	      0.35
    0.5775	    43.849	  0.229861	     0.373
      0.58	    43.556	  0.251056	     0.402
    0.5825	    43.689	  0.265918	     0.419
     0.585	    43.379	  0.285462	     0.444
    0.5875	    43.007	  0.303302	     0.466
      0.59	    42.563	  0.323102	      0.49
    0.5925	    41.948	  0.344063	     0.513
     0.595	    41.702	  0.362067	     0.536
    0.5975	    41.444	  0.382331	     0.557
       0.6	    40.878	  0.404521	     0.584
    0.6025	    40.631	  0.420232	     0.599
     0.605	    40.317	  0.437405	     0.619
    0.6075	    40.449	  0.451733	     0.634
      0.61	    39.304	  0.473275	     0.659
    0.6125	    38.993	  0.487604	     0.671
     0.615	    38.656	  0.505382	      0.69
    0.6175	    38.184	  0.522016	     0.705
      0.62	    37.758	  0.538984	     0.722
    0.6225	    36.981	  0.557024	     0.737
     0.625	     36.29	  0.575796	     0.753
    0.6275	     34.96	  0.598044	     0.776
      0.63	     34.43	  0.612972	     0.788
    0.6325	    33.314	  0.629075	     0.799
     0.635	    32.836	  0.643571	     0.813
    0.6375	    31.727	  0.660533	     0.828
      0.64	    31.173	  0.674621	     0.838
    0.6425	    29.781	  0.691961	     0.852
     0.645	    28.636	  0.707787	     0.863
    0.6475	    27.788	  0.720417	     0.872
      0.65	    26.664	  0.736046	     0.881
    0.6525	    25.657	  0.750188	     0.889
     0.655	    24.887	  0.763977	     0.899
    0.6575	    23.513	  0.779551	     0.909
      0.66	    21.899	  0.794955	      0.92
    0.6625	    20.459	  0.807377	     0.927
     0.665	    19.352	  0.819786	     0.934
    0.6675	    18.093	  0.830914	     0.942
      0.67	    17.201	  0.841914	     0.949
    0.6725	    16.588	  0.850271	     0.953
     0.675	    15.536	  0.860307	     0.959
    0.6775	    14.518	  0.870343	     0.965
      0.68	    13.435	  0.879926	     0.971
    0.6825	    12.484	  0.887938	     0.974
     0.685	    12.223	  0.892562	     0.976
    0.6875	    11.121	  0.901735	      0.98
      0.69	    10.271	  0.909054	     0.983
    0.6925	     9.708	  0.915787	     0.987
     0.695	     8.949	  0.921529	     0.988
    0.6975	     8.397	  0.927251	     0.991
       0.7	     7.976	  0.931346	     0.993
    0.7025	      7.74	  0.934032	     0.993
     0.705	     7.213	  0.938755	     0.995
    0.7075	      6.75	  0.943237	     0.997
      0.71	     6.418	  0.946173	     0.997
    0.7125	     6.206	  0.948404	     0.997
     0.715	     5.916	   0.95149	     0.997
    0.7175	     5.716	  0.953889	     0.997
      0.72	     5.273	  0.957396	     0.998
    0.7225	     5.167	  0.958761	     0.998
     0.725	     4.788	  0.961393	     0.998
    0.7275	     4.414	  0.964371	     0.999
      0.73	     4.423	  0.965377	     0.999
    0.7325	     4.096	  0.967577	     0.999
     0.735	     3.913	  0.969446	     0.999
    0.7375	      3.65	  0.972037	         1
      0.74	     3.519	  0.973483	         1
    0.7425	     3.423	  0.974667	         1
     0.745	     3.284	  0.975889	         1
    0.7475	     3.203	  0.976923	         1
      0.75	     3.122	  0.977987	         1
    0.7525	     3.037	  0.978904	         1
     0.755	     2.912	  0.980205	         1
    0.7575	     2.846	  0.981205	         1
      0.76	     2.691	  0.982414	         1
    0.7625	     2.569	  0.983541	         1
     0.765	     2.453	  0.984556	         1
    0.7675	     2.329	  0.985524	         1
      0.77	     2.275	  0.986123	         1
    0.7725	     2.175	  0.986887	         1
     0.775	     2.108	   0.98771	         1
    0.7775	     2.018	  0.988367	         1
      0.78	     1.909	  0.989093	         1
    0.7825	     1.836	  0.989604	         1
     0.785	      1.81	  0.989994	         1
    0.7875	      1.75	  0.990498	         1
      0.79	     1.665	  0.991013	         1
    0.7925	      1.59	  0.991511	         1
     0.795	     1.538	  0.991953	         1
    0.7975	     1.483	  0.992345	         1
       0.8	     1.437	  0.992853	         1
    0.8025	       1.4	  0.993162	         1
     0.805	     1.342	  0.993531	         1
    0.8075	      1.32	   0.99378	         1
      0.81	     1.275	  0.994083	         1
    0.8125	     1.201	  0.994477	         1
     0.815	     1.137	  0.994834	         1
    0.8175	     1.107	  0.995052	         1
      0.82	     1.068	  0.995299	         1
    0.8225	     1.039	  0.995505	         1
     0.825	     0.933	  0.995939	         1
    0.8275	     0.905	  0.996175	         1
      0.83	     0.868	   0.99637	         1
    0.8325	     0.824	  0.996574	         1
     0.835	     0.808	  0.996668	         1
    0.8375	     0.773	  0.996893	         1
      0.84	     0.765	  0.996985	         1
    0.8425	     0.736	  0.997125	         1
     0.845	     0.725	  0.997195	         1
    0.8475	     0.656	  0.997504	         1
      0.85	      0.63	  0.997624	         1
    0.8525	     0.622	  0.997724	         1
     0.855	     0.599	  0.997816	         1
    0.8575	     0.554	  0.997988	         1
      0.86	      0.52	  0.998163	         1
    0.8625	     0.494	  0.998278	         1
     0.865	     0.461	  0.998402	         1
    0.8675	     0.423	  0.998539	         1
      0.87	     0.372	  0.998759	         1
    0.8725	     0.348	   0.99884	         1
     0.875	     0.323	  0.998917	         1
    0.8775	     0.298	  0.999009	         1
      0.88	     0.281	   0.99908	         1
    0.8825	     0.263	  0.999153	         1
     0.885	     0.253	  0.999195	         1
    0.8875	     0.238	  0.999256	         1
      0.89	     0.213	  0.999331	         1
    0.8925	     0.202	   0.99937	         1
     0.895	     0.189	  0.999416	         1
    0.8975	     0.181	  0.999443	         1
       0.9	     0.156	  0.999525	         1
    0.9025	     0.138	  0.999579	         1
     0.905	     0.127	  0.999616	         1
    0.9075	     0.123	  0.999636	         1
      0.91	     0.119	  0.999651	         1
    0.9125	     0.111	  0.999674	         1
     0.915	     0.103	  0.999699	         1
    0.9175	     0.097	  0.999717	         1
      0.92	     0.093	  0.999731	         1
    0.9225	     0.089	  0.999745	         1
     0.925	     0.071	    0.9998	         1
    0.9275	     0.061	  0.999827	         1
      0.93	     0.053	  0.999855	         1
    0.9325	     0.049	  0.999869	         1
     0.935	     0.044	  0.999882	         1
    0.9375	     0.041	  0.999891	         1
      0.94	     0.036	  0.999904	         1
    0.9425	     0.029	  0.999923	         1
     0.945	     0.025	  0.999934	         1
    0.9475	     0.024	  0.999937	         1
      0.95	     0.019	   0.99995	         1
    0.9525	     0.018	  0.999953	         1
     0.955	     0.017	  0.999955	         1
    0.9575	     0.016	  0.999958	         1
      0.96	     0.009	  0.999977	         1
    0.9625	     0.004	   0.99999	         1
     0.965	     0.004	   0.99999	         1
    0.9675	     0.004	   0.99999	         1
      0.97	     0.004	   0.99999	         1
    0.9725	     0.003	  0.999992	         1
     0.975	     0.003	  0.999992	         1
    0.9775	     0.003	  0.999992	         1
      0.98	     0.001	  0.999997	         1
    0.9825	     0.001	  0.999997	         1
     0.985	     0.001	  0.999997	         1
    0.9875	     0.001	  0.999997	         1
      0.99	     0.001	  0.999997	         1
    0.9925	     0.001	  0.999997	         1
     0.995	         0	         1	         1
    0.9975	         0	         1	         1
         1	         0	         1	         1
