#L=30
                  p	          Mean size	              P inf	              P span
 0.00111111111111111	                   1	                   0	                   0	                   1	                   1
 0.00222222222222222	               1.004	                   0	                   0
 0.00333333333333333	                   1	                   0	                   0
 0.00444444444444444	                   1	                   0	                   0
 0.00555555555555556	                   1	                   0	                   0
 0.00666666666666667	                   1	                   0	                   0
 0.00777777777777778	                   1	                   0	                   0
 0.00888888888888889	                   1	                   0	                   0
                0.01	                   1	                   0	                   0
  0.0111111111111111	                   1	                   0	                   0
  0.0122222222222222	                   1	                   0	                   0
  0.0133333333333333	                   1	                   0	                   0
  0.0144444444444444	                   1	                   0	                   0
  0.0155555555555556	                   1	                   0	                   0
  0.0166666666666667	                   1	                   0	                   0
  0.0177777777777778	                   1	                   0	                   0
  0.0188888888888889	                   1	                   0	                   0
                0.02	                   1	                   0	                   0
  0.0211111111111111	                   1	                   0	                   0
  0.0222222222222222	                   1	                   0	                   0
  0.0233333333333333	               1.001	                   0	                   0
  0.0244444444444444	               1.001	                   0	                   0
  0.0255555555555556	               1.001	                   0	                   0
  0.0266666666666667	               1.001	                   0	                   0
  0.0277777777777778	               1.001	                   0	                   0
  0.0288888888888889	               1.001	                   0	                   0
                0.03	               1.001	                   0	                   0
  0.0311111111111111	               1.001	                   0	                   0
  0.0322222222222222	               1.001	                   0	                   0
  0.0333333333333333	               1.001	                   0	                   0
  0.0344444444444444	               1.001	                   0	                   0
  0.0355555555555556	               1.001	                   0	                   0
  0.0366666666666667	               1.001	                   0	                   0
  0.0377777777777778	               1.001	                   0	                   0
  0.0388888888888889	               1.001	                   0	                   0
                0.04	               1.001	                   0	                   0
  0.0411111111111111	               1.001	                   0	                   0
  0.0422222222222222	               1.001	                   0	                   0
  0.0433333333333333	               1.001	                   0	                   0
  0.0444444444444444	               1.001	                   0	                   0
  0.0455555555555556	               1.001	                   0	                   0
  0.0466666666666667	               1.001	                   0	                   0
  0.0477777777777778	               1.001	                   0	                   0
  0.0488888888888889	               1.001	                   0	                   0
                0.05	               1.001	                   0	                   0
  0.0511111111111111	               1.001	                   0	                   0
  0.0522222222222222	               1.001	                   0	                   0
  0.0533333333333333	               1.001	                   0	                   0
  0.0544444444444444	               1.001	                   0	                   0
  0.0555555555555556	               1.001	                   0	                   0
  0.0566666666666667	               1.001	                   0	                   0
  0.0577777777777778	               1.001	                   0	                   0
  0.0588888888888889	               1.001	                   0	                   0
                0.06	               1.001	                   0	                   0
  0.0611111111111111	               1.001	                   0	                   0
  0.0622222222222222	               1.001	                   0	                   0
  0.0633333333333333	                   1	                   0	                   0
  0.0644444444444444	               1.001	                   0	                   0
  0.0655555555555556	               1.001	                   0	                   0
  0.0666666666666667	               1.001	                   0	                   0
  0.0677777777777778	               1.001	                   0	                   0
  0.0688888888888889	               1.001	                   0	                   0
                0.07	                   1	                   0	                   0
  0.0711111111111111	                   1	                   0	                   0
  0.0722222222222222	                   1	                   0	                   0
  0.0733333333333333	                   1	                   0	                   0
  0.0744444444444444	               1.001	                   0	                   0
  0.0755555555555556	               1.001	                   0	                   0
  0.0766666666666667	                   1	                   0	                   0
  0.0777777777777778	               1.001	                   0	                   0
  0.0788888888888889	               1.001	                   0	                   0
                0.08	               1.001	                   0	                   0
  0.0811111111111111	               1.001	                   0	                   0
  0.0822222222222222	               1.001	                   0	                   0
  0.0833333333333333	               1.001	                   0	                   0
  0.0844444444444444	               1.002	                   0	                   0
  0.0855555555555556	               1.002	                   0	                   0
  0.0866666666666667	               1.002	                   0	                   0
  0.0877777777777778	               1.002	                   0	                   0
  0.0888888888888889	               1.003	                   0	                   0
